[     392ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js:2477
[  597035ms] [LOG] [Fast Refresh] done in 207ms @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js:2477
[  639839ms] [LOG] [Fast Refresh] rebuilding @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js:2477
[  640460ms] [LOG] [Fast Refresh] done in 721ms @ http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js:2477
[  717831ms] [WARNING] Invalid keyframe value for property filter: blur(-0.03388px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
[  717832ms] [WARNING] Invalid keyframe value for property filter: blur(-0.07179px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
[  717832ms] [WARNING] Invalid keyframe value for property filter: blur(-0.09937px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
[  717832ms] [WARNING] Invalid keyframe value for property filter: blur(-0.11838px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
[  717832ms] [WARNING] Invalid keyframe value for property filter: blur(-0.13032px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
[  717832ms] [WARNING] Invalid keyframe value for property filter: blur(-0.13656px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
[  717833ms] [WARNING] Invalid keyframe value for property filter: blur(-0.13824px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
[  717833ms] [WARNING] Invalid keyframe value for property filter: blur(-0.13639px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
[  717833ms] [WARNING] Invalid keyframe value for property filter: blur(-0.13184px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
[  717833ms] [WARNING] Invalid keyframe value for property filter: blur(-0.12532px) @ http://localhost:3000/_next/static/chunks/node_modules_0iev9vr._.js:4689
